Date,ESc1
2004-02-20,1143.75
2004-02-23,1140.25
2004-02-24,1139.0
2004-02-25,1143.25
2004-02-26,1144.0
2004-02-27,1145.25
2004-03-01,1155.25
2004-03-02,1149.25
2004-03-03,1150.75
2004-03-04,1154.5
2004-03-05,1157.75
2004-03-08,1143.5
2004-03-09,1139.0
2004-03-10,1120.0
2004-03-11,1105.0
2004-03-12,1119.0
2004-03-15,1106.75
2004-03-16,1111.0
2004-03-17,1123.75
2004-03-18,1124.25
2004-03-19,1122.25
2004-03-22,1093.25
2004-03-23,1091.25
2004-03-24,1091.75
2004-03-25,1106.0
2004-03-26,1106.5
2004-03-29,1121.75
2004-03-30,1126.0
2004-03-31,1127.75
2004-04-01,1133.5
2004-04-02,1142.5
2004-04-05,1148.5
2004-04-06,1144.5
2004-04-07,1141.75
2004-04-08,1139.5
2004-04-12,1144.0
2004-04-13,1128.25
2004-04-14,1129.5
2004-04-15,1124.75
2004-04-16,1133.5
2004-04-19,1133.25
2004-04-20,1114.5
2004-04-21,1122.5
2004-04-22,1137.0
2004-04-23,1139.25
2004-04-26,1138.0
2004-04-27,1138.0
2004-04-28,1123.0
2004-04-29,1113.5
2004-04-30,1104.75
2004-05-03,1116.25
2004-05-04,1115.5
2004-05-05,1122.25
2004-05-06,1113.25
2004-05-07,1094.5
2004-05-10,1083.25
2004-05-11,1091.75
2004-05-12,1099.0
2004-05-13,1094.0
2004-05-14,1094.25
2004-05-17,1085.75
2004-05-18,1090.25
2004-05-19,1086.5
2004-05-20,1090.5
2004-05-21,1092.75
2004-05-24,1097.0
2004-05-25,1112.25
2004-05-26,1116.25
2004-05-27,1122.5
2004-05-28,1123.25
2004-06-01,1121.25
2004-06-02,1125.25
2004-06-03,1114.5
2004-06-04,1123.5
2004-06-07,1140.25
2004-06-08,1142.25
2004-06-09,1131.75
2004-06-10,1136.5
2004-06-11,1133.75
2004-06-14,1125.75
2004-06-15,1133.75
2004-06-16,1133.25
2004-06-17,1130.5
2004-06-18,1130.25
2004-06-21,1129.0
2004-06-22,1134.75
2004-06-23,1144.5
2004-06-24,1141.25
2004-06-25,1134.75
2004-06-28,1131.5
2004-06-29,1136.0
2004-06-30,1141.5
2004-07-01,1126.25
2004-07-02,1125.5
2004-07-06,1115.0
2004-07-07,1118.0
2004-07-08,1110.75
2004-07-09,1113.0
2004-07-12,1113.75
2004-07-13,1114.25
2004-07-14,1111.5
2004-07-15,1103.25
2004-07-16,1102.75
2004-07-19,1098.25
2004-07-20,1112.0
2004-07-21,1091.0
2004-07-22,1091.25
2004-07-23,1085.0
2004-07-26,1082.75
2004-07-27,1092.25
2004-07-28,1095.75
2004-07-29,1100.25
2004-07-30,1103.75
2004-08-02,1105.75
2004-08-03,1097.0
2004-08-04,1097.0
2004-08-05,1078.5
2004-08-06,1063.25
2004-08-09,1064.25
2004-08-10,1076.0
2004-08-11,1076.0
2004-08-12,1064.0
2004-08-13,1066.25
2004-08-16,1077.5
2004-08-17,1083.5
2004-08-18,1094.75
2004-08-19,1091.25
2004-08-20,1098.75
2004-08-23,1096.0
2004-08-24,1097.75
2004-08-25,1103.75
2004-08-26,1104.5
2004-08-27,1108.5
2004-08-30,1099.25
2004-08-31,1104.75
2004-09-01,1106.5
2004-09-02,1119.5
2004-09-03,1114.5
2004-09-07,1122.0
2004-09-08,1118.5
2004-09-09,1118.0
2004-09-10,1123.0
2004-09-13,1127.5
2004-09-14,1129.5
2004-09-15,1120.5
2004-09-16,1124.25
2004-09-17,1127.5
2004-09-20,1122.0
2004-09-21,1127.25
2004-09-22,1112.75
2004-09-23,1107.25
2004-09-24,1111.75
2004-09-27,1105.5
2004-09-28,1110.0
2004-09-29,1115.5
2004-09-30,1114.0
2004-10-01,1133.0
2004-10-04,1135.25
2004-10-05,1135.5
2004-10-06,1143.0
2004-10-07,1131.75
2004-10-08,1122.0
2004-10-11,1124.2
2004-10-12,1122.25
2004-10-13,1112.0
2004-10-14,1103.0
2004-10-15,1108.75
2004-10-18,1112.75
2004-10-19,1103.5
2004-10-20,1101.5
2004-10-21,1108.25
2004-10-22,1095.25
2004-10-25,1095.25
2004-10-26,1111.5
2004-10-27,1124.75
2004-10-28,1127.75
2004-10-29,1128.25
2004-11-01,1131.0
2004-11-02,1131.0
2004-11-03,1145.0
2004-11-04,1160.5
2004-11-05,1167.5
2004-11-08,1166.75
2004-11-09,1164.5
2004-11-10,1165.0
2004-11-11,1173.5
2004-11-12,1183.0
2004-11-15,1185.75
2004-11-16,1177.25
2004-11-17,1184.25
2004-11-18,1185.0
2004-11-19,1172.25
2004-11-22,1177.75
2004-11-23,1179.5
2004-11-24,1182.0
2004-11-26,1182.0
2004-11-29,1175.75
2004-11-30,1176.0
2004-12-01,1189.75
2004-12-02,1190.5
2004-12-03,1189.0
2004-12-06,1189.25
2004-12-07,1177.5
2004-12-08,1184.5
2004-12-09,1188.75
2004-12-10,1190.25
2004-12-13,1200.5
2004-12-14,1204.5
2004-12-15,1204.5
2004-12-16,1204.25
2004-12-17,1195.0
2004-12-20,1199.0
2004-12-21,1207.5
2004-12-22,1210.5
2004-12-23,1211.75
2004-12-27,1208.5
2004-12-28,1215.75
2004-12-29,1217.0
2004-12-30,1214.75
2004-12-31,1211.5
2005-01-03,1206.5
2005-01-04,1191.0
2005-01-05,1182.75
2005-01-06,1188.0
2005-01-07,1185.75
2005-01-10,1191.75
2005-01-11,1184.0
2005-01-12,1187.75
2005-01-13,1178.0
2005-01-14,1183.5
2005-01-18,1196.0
2005-01-19,1183.25
2005-01-20,1176.5
2005-01-21,1168.75
2005-01-24,1166.5
2005-01-25,1169.5
2005-01-26,1173.0
2005-01-27,1174.25
2005-01-28,1175.0
2005-01-31,1181.5
2005-02-01,1189.75
2005-02-02,1193.0
2005-02-03,1189.5
2005-02-04,1202.5
2005-02-07,1200.75
2005-02-08,1202.0
2005-02-09,1192.25
2005-02-10,1197.25
2005-02-11,1206.75
2005-02-14,1206.25
2005-02-15,1210.75
2005-02-16,1210.5
2005-02-17,1201.0
2005-02-18,1202.5
2005-02-22,1184.5
2005-02-23,1193.0
2005-02-24,1200.5
2005-02-25,1212.25
2005-02-28,1204.75
2005-03-01,1210.25
2005-03-02,1209.75
2005-03-03,1210.0
2005-03-04,1224.75
2005-03-07,1225.5
2005-03-08,1220.25
2005-03-09,1206.5
2005-03-10,1209.75
2005-03-11,1200.75
2005-03-14,1208.0
2005-03-15,1198.25
2005-03-16,1188.0
2005-03-17,1189.75
2005-03-18,1191.75
2005-03-21,1185.75
2005-03-22,1173.25
2005-03-23,1174.5
2005-03-24,1176.0
2005-03-28,1177.25
2005-03-29,1169.5
2005-03-30,1185.75
2005-03-31,1183.5
2005-04-01,1177.5
2005-04-04,1180.0
2005-04-05,1185.25
2005-04-06,1189.5
2005-04-07,1195.75
2005-04-08,1183.0
2005-04-11,1183.75
2005-04-12,1190.25
2005-04-13,1175.5
2005-04-14,1160.0
2005-04-15,1144.0
2005-04-18,1147.25
2005-04-19,1155.75
2005-04-20,1139.75
2005-04-21,1161.5
2005-04-22,1156.75
2005-04-25,1164.25
2005-04-26,1153.0
2005-04-27,1157.5
2005-04-28,1158.5
2005-04-29,1158.5
2005-05-02,1164.25
2005-05-03,1166.0
2005-05-04,1175.25
2005-05-05,1174.75
2005-05-06,1171.0
2005-05-09,1178.0
2005-05-10,1165.75
2005-05-11,1172.5
2005-05-12,1159.25
2005-05-13,1156.75
2005-05-16,1167.0
2005-05-17,1175.25
2005-05-18,1186.75
2005-05-19,1191.5
2005-05-20,1190.25
2005-05-23,1196.25
2005-05-24,1193.5
2005-05-25,1192.25
2005-05-26,1198.25
2005-05-27,1200.25
2005-05-31,1193.0
2005-06-01,1201.5
2005-06-02,1205.25
2005-06-03,1198.75
2005-06-06,1198.25
2005-06-07,1199.0
2005-06-08,1195.75
2005-06-09,1201.25
2005-06-10,1199.0
2005-06-13,1202.5
2005-06-14,1205.0
2005-06-15,1202.75
2005-06-16,1210.25
2005-06-17,1217.5
2005-06-20,1220.0
2005-06-21,1221.0
2005-06-22,1221.75
2005-06-23,1204.0
2005-06-24,1195.25
2005-06-27,1196.5
2005-06-28,1206.75
2005-06-29,1203.0
2005-06-30,1195.75
2005-07-01,1200.0
2005-07-05,1208.5
2005-07-06,1198.25
2005-07-07,1203.25
2005-07-08,1216.75
2005-07-11,1223.25
2005-07-12,1226.0
2005-07-13,1228.0
2005-07-14,1231.75
2005-07-15,1231.0
2005-07-18,1226.5
2005-07-19,1233.25
2005-07-20,1236.75
2005-07-21,1230.25
2005-07-22,1237.5
2005-07-25,1234.25
2005-07-26,1235.0
2005-07-27,1239.5
2005-07-28,1247.0
2005-07-29,1239.5
2005-08-01,1237.75
2005-08-02,1245.25
2005-08-03,1248.0
2005-08-04,1238.5
2005-08-05,1229.75
2005-08-08,1227.25
2005-08-09,1234.25
2005-08-10,1233.5
2005-08-11,1238.5
2005-08-12,1230.5
2005-08-15,1237.75
2005-08-16,1221.25
2005-08-17,1221.5
2005-08-18,1221.0
2005-08-19,1223.75
2005-08-22,1223.75
2005-08-23,1221.5
2005-08-24,1209.5
2005-08-25,1214.0
2005-08-26,1205.5
2005-08-29,1214.75
2005-08-30,1208.75
2005-08-31,1222.75
2005-09-01,1222.0
2005-09-02,1219.75
2005-09-06,1234.25
2005-09-07,1235.25
2005-09-08,1231.75
2005-09-09,1242.25
2005-09-12,1240.0
2005-09-13,1232.75
2005-09-14,1228.0
2005-09-15,1227.5
2005-09-16,1234.5
2005-09-19,1238.0
2005-09-20,1227.5
2005-09-21,1215.75
2005-09-22,1219.75
2005-09-23,1220.75
2005-09-26,1221.75
2005-09-27,1221.75
2005-09-28,1222.5
2005-09-29,1232.0
2005-09-30,1235.5
2005-10-03,1231.75
2005-10-04,1216.75
2005-10-05,1200.5
2005-10-06,1196.5
2005-10-07,1200.5
2005-10-10,1190.25
2005-10-11,1188.5
2005-10-12,1178.75
2005-10-13,1178.0
2005-10-14,1189.25
2005-10-17,1194.5
2005-10-18,1181.25
2005-10-19,1200.25
2005-10-20,1179.25
2005-10-21,1183.75
2005-10-24,1202.25
2005-10-25,1199.25
2005-10-26,1196.0
2005-10-27,1182.5
2005-10-28,1200.0
2005-10-31,1203.25
2005-11-01,1206.25
2005-11-02,1218.25
2005-11-03,1224.0
2005-11-04,1221.75
2005-11-07,1222.75
2005-11-08,1222.75
2005-11-09,1224.0
2005-11-10,1233.75
2005-11-11,1238.0
2005-11-14,1237.5
2005-11-15,1232.75
2005-11-16,1234.75
2005-11-17,1245.5
2005-11-18,1250.25
2005-11-21,1257.0
2005-11-22,1262.0
2005-11-23,1268.75
2005-11-25,1267.75
2005-11-28,1261.0
2005-11-29,1259.25
2005-11-30,1252.25
2005-12-01,1265.0
2005-12-02,1266.25
2005-12-05,1263.5
2005-12-06,1265.75
2005-12-07,1257.75
2005-12-08,1256.75
2005-12-09,1259.0
2005-12-12,1261.25
2005-12-13,1269.25
2005-12-14,1274.0
2005-12-15,1270.0
2005-12-16,1275.75
2005-12-19,1267.5
2005-12-20,1268.25
2005-12-21,1269.75
2005-12-22,1276.0
2005-12-23,1276.5
2005-12-27,1263.75
2005-12-28,1265.5
2005-12-29,1260.0
2005-12-30,1253.0
2006-01-03,1274.75
2006-01-04,1280.5
2006-01-05,1281.25
2006-01-06,1292.0
2006-01-09,1294.75
2006-01-10,1296.25
2006-01-11,1299.75
2006-01-12,1294.0
2006-01-13,1292.5
2006-01-17,1289.0
2006-01-18,1283.5
2006-01-19,1288.25
2006-01-20,1264.75
2006-01-23,1269.25
2006-01-24,1270.25
2006-01-25,1270.75
2006-01-26,1277.5
2006-01-27,1289.0
2006-01-30,1288.25
2006-01-31,1279.0
2006-02-01,1287.25
2006-02-02,1271.75
2006-02-03,1265.5
2006-02-06,1268.5
2006-02-07,1257.5
2006-02-08,1268.0
2006-02-09,1265.75
2006-02-10,1268.25
2006-02-13,1266.0
2006-02-14,1278.25
2006-02-15,1282.25
2006-02-16,1292.0
2006-02-17,1288.75
2006-02-21,1285.25
2006-02-22,1291.75
2006-02-23,1290.25
2006-02-24,1293.25
2006-02-27,1294.0
2006-02-28,1281.75
2006-03-01,1291.75
2006-03-02,1291.5
2006-03-03,1285.75
2006-03-06,1279.25
2006-03-07,1277.5
2006-03-08,1280.0
2006-03-09,1271.5
2006-03-10,1282.75
2006-03-13,1285.5
2006-03-14,1298.25
2006-03-15,1304.0
2006-03-16,1306.25
2006-03-17,1308.25
2006-03-20,1315.5
2006-03-21,1307.5
2006-03-22,1315.0
2006-03-23,1312.0
2006-03-24,1313.0
2006-03-27,1310.75
2006-03-28,1302.5
2006-03-29,1310.0
2006-03-30,1307.75
2006-03-31,1307.5
2006-04-03,1306.0
2006-04-04,1315.0
2006-04-05,1319.0
2006-04-06,1317.25
2006-04-07,1303.5
2006-04-10,1305.5
2006-04-11,1293.75
2006-04-12,1295.75
2006-04-13,1294.0
2006-04-17,1292.75
2006-04-18,1313.5
2006-04-19,1315.75
2006-04-20,1316.75
2006-04-21,1316.75
2006-04-24,1314.5
2006-04-25,1309.25
2006-04-26,1309.0
2006-04-27,1315.25
2006-04-28,1319.0
2006-05-01,1308.5
2006-05-02,1318.5
2006-05-03,1312.25
2006-05-04,1317.25
2006-05-05,1328.5
2006-05-08,1327.25
2006-05-09,1329.25
2006-05-10,1327.75
2006-05-11,1311.25
2006-05-12,1294.75
2006-05-15,1297.0
2006-05-16,1295.0
2006-05-17,1269.75
2006-05-18,1263.0
2006-05-19,1271.25
2006-05-22,1261.75
2006-05-23,1252.0
2006-05-24,1260.75
2006-05-25,1276.25
2006-05-26,1282.5
2006-05-30,1259.75
2006-05-31,1273.0
2006-06-01,1285.75
2006-06-02,1288.0
2006-06-05,1269.5
2006-06-06,1265.5
2006-06-07,1256.25
2006-06-08,1254.75
2006-06-09,1251.0
2006-06-12,1236.75
2006-06-13,1221.5
2006-06-14,1230.5
2006-06-15,1256.5
2006-06-16,1252.25
2006-06-19,1248.25
2006-06-20,1252.5
2006-06-21,1262.0
2006-06-22,1255.75
2006-06-23,1255.25
2006-06-26,1260.25
2006-06-27,1249.75
2006-06-28,1257.75
2006-06-29,1282.0
2006-06-30,1282.25
2006-07-03,1283.75
2006-07-05,1279.5
2006-07-06,1283.0
2006-07-07,1275.0
2006-07-10,1277.0
2006-07-11,1282.25
2006-07-12,1268.25
2006-07-13,1247.25
2006-07-14,1242.5
2006-07-17,1240.25
2006-07-18,1246.0
2006-07-19,1262.5
2006-07-20,1253.75
2006-07-21,1244.25
2006-07-24,1267.5
2006-07-25,1271.5
2006-07-26,1273.5
2006-07-27,1272.0
2006-07-28,1284.25
2006-07-31,1282.75
2006-08-01,1276.75
2006-08-02,1284.0
2006-08-03,1287.5
2006-08-04,1285.5
2006-08-07,1282.5
2006-08-08,1276.75
2006-08-09,1271.75
2006-08-10,1275.5
2006-08-11,1272.25
2006-08-14,1273.25
2006-08-15,1287.75
2006-08-16,1298.75
2006-08-17,1301.0
2006-08-18,1307.25
2006-08-21,1302.0
2006-08-22,1301.75
2006-08-23,1297.5
2006-08-24,1296.5
2006-08-25,1297.75
2006-08-28,1304.0
2006-08-29,1305.25
2006-08-30,1305.0
2006-08-31,1304.75
2006-09-01,1312.5
2006-09-05,1314.75
2006-09-06,1302.5
2006-09-07,1296.5
2006-09-08,1299.5
2006-09-11,1300.75
2006-09-12,1313.25
2006-09-13,1318.0
2006-09-14,1318.5
2006-09-15,1326.75
2006-09-18,1334.25
2006-09-19,1330.5
2006-09-20,1336.75
2006-09-21,1330.25
2006-09-22,1325.5
2006-09-25,1335.5
2006-09-26,1346.5
2006-09-27,1347.5
2006-09-28,1347.25
2006-09-29,1345.75
2006-10-02,1340.25
2006-10-03,1343.5
2006-10-04,1358.25
2006-10-05,1360.5
2006-10-06,1358.5
2006-10-09,1359.25
2006-10-10,1360.75
2006-10-11,1359.25
2006-10-12,1371.0
2006-10-13,1373.75
2006-10-17,1371.75
2006-10-18,1373.0
2006-10-19,1374.5
2006-10-20,1374.75
2006-10-23,1380.75
2006-10-24,1384.75
2006-10-25,1389.25
2006-10-26,1392.5
2006-10-27,1384.75
2006-10-30,1383.0
2006-10-31,1382.75
2006-11-01,1372.75
2006-11-02,1371.25
2006-11-03,1368.75
2006-11-06,1384.0
2006-11-07,1389.0
2006-11-08,1391.5
2006-11-09,1384.25
2006-11-10,1385.0
2006-11-13,1388.0
2006-11-14,1397.75
2006-11-15,1401.25
2006-11-16,1405.0
2006-11-17,1404.75
2006-11-20,1405.25
2006-11-21,1406.0
2006-11-22,1408.25
2006-11-24,1402.5
2006-11-27,1383.5
2006-11-28,1388.5
2006-11-29,1402.5
2006-11-30,1403.25
2006-12-01,1400.5
2006-12-04,1410.75
2006-12-05,1416.75
2006-12-06,1414.75
2006-12-07,1408.75
2006-12-08,1410.25
2006-12-11,1414.5
2006-12-12,1412.5
2006-12-13,1414.25
2006-12-14,1426.0
2006-12-15,1429.75
2006-12-18,1434.75
2006-12-19,1436.25
2006-12-20,1435.25
2006-12-21,1430.25
2006-12-22,1420.5
2006-12-26,1428.75
2006-12-27,1437.25
2006-12-28,1433.75
2006-12-29,1429.25
2007-01-02,1428.5
2007-01-03,1424.75
2007-01-04,1427.5
2007-01-05,1416.25
2007-01-08,1422.5
2007-01-09,1420.5
2007-01-10,1424.5
2007-01-11,1431.0
2007-01-12,1441.25
2007-01-16,1438.75
2007-01-17,1438.75
2007-01-18,1433.0
2007-01-19,1437.0
2007-01-22,1431.0
2007-01-23,1435.5
2007-01-24,1446.25
2007-01-25,1429.75
2007-01-26,1427.5
2007-01-29,1426.25
2007-01-30,1434.25
2007-01-31,1444.25
2007-02-01,1451.0
2007-02-02,1453.0
2007-02-05,1453.75
2007-02-06,1453.25
2007-02-07,1455.75
2007-02-08,1453.75
2007-02-09,1442.75
2007-02-12,1438.0
2007-02-13,1449.25
2007-02-14,1458.5
2007-02-15,1459.5
2007-02-16,1459.0
2007-02-20,1461.75
2007-02-21,1460.5
2007-02-22,1459.25
2007-02-23,1453.75
2007-02-26,1452.5
2007-02-27,1396.0
2007-02-28,1409.0
2007-03-01,1405.0
2007-03-02,1385.75
2007-03-05,1372.25
2007-03-06,1395.5
2007-03-07,1393.0
2007-03-08,1405.5
2007-03-09,1404.75
2007-03-12,1407.25
2007-03-13,1379.75
2007-03-14,1389.5
2007-03-15,1391.75
2007-03-16,1396.75
2007-03-19,1415.75
2007-03-20,1423.5
2007-03-21,1445.25
2007-03-22,1445.0
2007-03-23,1447.0
2007-03-26,1445.0
2007-03-27,1440.75
2007-03-28,1429.5
2007-03-29,1431.5
2007-03-30,1432.0
2007-04-02,1433.5
2007-04-03,1447.25
2007-04-04,1448.5
2007-04-05,1458.0
2007-04-09,1454.5
2007-04-10,1455.75
2007-04-11,1448.75
2007-04-12,1455.25
2007-04-13,1461.5
2007-04-16,1475.25
2007-04-17,1479.0
2007-04-18,1480.25
2007-04-19,1480.25
2007-04-20,1493.25
2007-04-23,1488.25
2007-04-24,1488.5
2007-04-25,1500.75
2007-04-26,1502.5
2007-04-27,1502.25
2007-04-30,1489.25
2007-05-01,1492.75
2007-05-02,1501.0
2007-05-03,1508.25
2007-05-04,1514.0
2007-05-07,1514.5
2007-05-08,1512.25
2007-05-09,1515.75
2007-05-10,1499.0
2007-05-11,1512.25
2007-05-14,1508.75
2007-05-15,1508.5
2007-05-16,1518.25
2007-05-17,1515.25
2007-05-18,1528.0
2007-05-21,1527.5
2007-05-22,1525.0
2007-05-23,1525.5
2007-05-24,1511.75
2007-05-25,1517.25
2007-05-29,1522.5
2007-05-30,1533.5
2007-05-31,1532.75
2007-06-01,1539.25
2007-06-04,1540.0
2007-06-05,1533.75
2007-06-06,1516.5
2007-06-07,1489.25
2007-06-08,1508.5
2007-06-11,1510.5
2007-06-12,1492.75
2007-06-13,1515.25
2007-06-14,1524.75
2007-06-15,1535.0
2007-06-18,1545.75
2007-06-19,1549.0
2007-06-20,1527.0
2007-06-21,1534.25
2007-06-22,1520.5
2007-06-25,1513.75
2007-06-26,1498.0
2007-06-27,1518.75
2007-06-28,1517.25
2007-06-29,1517.5
2007-07-02,1530.75
2007-07-03,1535.25
2007-07-05,1534.5
2007-07-06,1542.5
2007-07-09,1542.5
2007-07-10,1520.25
2007-07-11,1531.75
2007-07-12,1555.25
2007-07-13,1560.0
2007-07-16,1559.25
2007-07-17,1558.75
2007-07-18,1555.25
2007-07-19,1560.25
2007-07-20,1545.0
2007-07-23,1549.25
2007-07-24,1523.0
2007-07-25,1524.25
2007-07-26,1488.25
2007-07-27,1458.0
2007-07-30,1480.5
2007-07-31,1462.0
2007-08-01,1469.75
2007-08-02,1481.5
2007-08-03,1443.25
2007-08-06,1467.75
2007-08-07,1482.5
2007-08-08,1503.5
2007-08-09,1457.75
2007-08-10,1451.0
2007-08-13,1455.5
2007-08-14,1434.0
2007-08-15,1414.0
2007-08-16,1425.0
2007-08-17,1450.25
2007-08-20,1449.0
2007-08-21,1450.5
2007-08-22,1468.25
2007-08-23,1466.5
2007-08-24,1483.75
2007-08-27,1469.75
2007-08-28,1438.25
2007-08-29,1465.5
2007-08-30,1461.5
2007-08-31,1474.0
2007-09-04,1489.75
2007-09-05,1477.0
2007-09-06,1479.75
2007-09-07,1459.75
2007-09-10,1455.0
2007-09-11,1473.0
2007-09-12,1476.25
2007-09-13,1485.0
2007-09-14,1484.75
2007-09-17,1477.0
2007-09-18,1520.25
2007-09-19,1528.75
2007-09-20,1519.5
2007-09-21,1531.75
2007-09-24,1531.75
2007-09-25,1528.75
2007-09-26,1536.0
2007-09-27,1544.5
2007-09-28,1540.0
2007-10-01,1557.0
2007-10-02,1554.25
2007-10-03,1550.75
2007-10-04,1552.25
2007-10-05,1570.75
2007-10-08,1562.75
2007-10-09,1576.75
2007-10-10,1573.25
2007-10-11,1565.75
2007-10-12,1575.0
2007-10-15,1560.5
2007-10-16,1547.5
2007-10-17,1552.5
2007-10-18,1546.75
2007-10-19,1505.25
2007-10-22,1513.5
2007-10-23,1525.0
2007-10-24,1522.0
2007-10-25,1525.0
2007-10-26,1542.25
2007-10-29,1547.5
2007-10-30,1536.0
2007-10-31,1554.5
2007-11-01,1516.0
2007-11-02,1517.75
2007-11-05,1504.75
2007-11-06,1525.0
2007-11-07,1483.0
2007-11-08,1475.75
2007-11-09,1455.25
2007-11-12,1440.25
2007-11-13,1483.0
2007-11-14,1478.0
2007-11-15,1457.5
2007-11-16,1460.25
2007-11-19,1437.5
2007-11-20,1426.0
2007-11-21,1417.75
2007-11-23,1429.0
2007-11-26,1409.25
2007-11-27,1426.75
2007-11-28,1471.0
2007-11-29,1471.0
2007-11-30,1486.25
2007-12-03,1475.75
2007-12-04,1463.25
2007-12-05,1487.25
2007-12-06,1507.75
2007-12-07,1506.5
2007-12-10,1518.75
2007-12-11,1476.5
2007-12-12,1490.5
2007-12-13,1488.25
2007-12-14,1468.0
2007-12-17,1446.0
2007-12-18,1455.75
2007-12-19,1454.25
2007-12-20,1464.5
2007-12-21,1476.75
2007-12-24,1497.25
2007-12-26,1509.75
2007-12-27,1489.5
2007-12-28,1485.25
2007-12-31,1474.75
2008-01-02,1458.5
2008-01-03,1459.0
2008-01-04,1422.5
2008-01-07,1421.0
2008-01-08,1397.0
2008-01-09,1411.5
2008-01-10,1420.25
2008-01-11,1408.5
2008-01-14,1420.5
2008-01-15,1388.5
2008-01-16,1376.25
2008-01-17,1339.75
2008-01-18,1325.25
2008-01-22,1309.5
2008-01-23,1342.0
2008-01-24,1352.0
2008-01-25,1333.75
2008-01-28,1354.5
2008-01-29,1362.0
2008-01-30,1350.25
2008-01-31,1375.0
2008-02-01,1397.0
2008-02-04,1379.0
2008-02-05,1343.0
2008-02-06,1330.5
2008-02-07,1340.25
2008-02-08,1330.75
2008-02-11,1337.75
2008-02-12,1349.75
2008-02-13,1363.75
2008-02-14,1351.25
2008-02-15,1351.25
2008-02-19,1355.5
2008-02-20,1359.0
2008-02-21,1346.25
2008-02-22,1355.75
2008-02-25,1371.25
2008-02-26,1382.5
2008-02-27,1380.25
2008-02-28,1366.25
2008-02-29,1335.25
2008-03-03,1332.5
2008-03-04,1327.25
2008-03-05,1335.75
2008-03-06,1308.0
2008-03-07,1292.75
2008-03-10,1276.25
2008-03-11,1323.75
2008-03-12,1309.5
2008-03-13,1312.75
2008-03-14,1291.5
2008-03-17,1278.75
2008-03-18,1332.5
2008-03-19,1298.0
2008-03-20,1301.75
2008-03-24,1351.5
2008-03-25,1351.75
2008-03-26,1334.5
2008-03-27,1330.25
2008-03-28,1318.5
2008-03-31,1321.75
2008-04-01,1370.25
2008-04-02,1370.5
2008-04-03,1373.25
2008-04-04,1372.0
2008-04-07,1372.25
2008-04-08,1371.5
2008-04-09,1360.25
2008-04-10,1363.0
2008-04-11,1335.5
2008-04-14,1331.0
2008-04-15,1335.75
2008-04-16,1371.0
2008-04-17,1371.5
2008-04-18,1387.25
2008-04-21,1388.25
2008-04-22,1381.0
2008-04-23,1378.5
2008-04-24,1385.5
2008-04-25,1397.5
2008-04-28,1397.25
2008-04-29,1391.0
2008-04-30,1384.5
2008-05-01,1412.0
2008-05-02,1416.25
2008-05-05,1408.75
2008-05-06,1420.75
2008-05-07,1395.0
2008-05-08,1391.75
2008-05-09,1389.0
2008-05-12,1404.75
2008-05-13,1404.5
2008-05-14,1407.5
2008-05-15,1424.75
2008-05-16,1425.75
2008-05-19,1429.5
2008-05-20,1417.0
2008-05-21,1392.75
2008-05-22,1393.5
2008-05-23,1374.0
2008-05-27,1385.0
2008-05-28,1390.75
2008-05-29,1397.5
2008-05-30,1400.75
2008-06-02,1385.75
2008-06-03,1378.25
2008-06-04,1377.5
2008-06-05,1405.0
2008-06-06,1359.25
2008-06-09,1363.25
2008-06-10,1356.25
2008-06-11,1336.0
2008-06-12,1340.75
2008-06-13,1356.5
2008-06-16,1357.75
2008-06-17,1351.5
2008-06-18,1336.75
2008-06-19,1339.75
2008-06-20,1330.75
2008-06-23,1317.75
2008-06-24,1314.75
2008-06-25,1322.0
2008-06-26,1284.5
2008-06-27,1280.25
2008-06-30,1283.0
2008-07-01,1286.5
2008-07-02,1263.0
2008-07-03,1265.5
2008-07-04,1256.4
2008-07-07,1251.5
2008-07-08,1274.0
2008-07-09,1248.25
2008-07-10,1255.0
2008-07-11,1239.75
2008-07-14,1228.5
2008-07-15,1211.0
2008-07-16,1240.25
2008-07-17,1253.0
2008-07-18,1260.5
2008-07-21,1261.5
2008-07-22,1274.5
2008-07-23,1281.75
2008-07-24,1253.75
2008-07-25,1253.75
2008-07-28,1235.0
2008-07-29,1261.75
2008-07-30,1284.75
2008-07-31,1266.5
2008-08-01,1259.5
2008-08-04,1249.0
2008-08-05,1282.5
2008-08-06,1288.0
2008-08-07,1267.75
2008-08-08,1292.5
2008-08-11,1305.25
2008-08-12,1291.75
2008-08-13,1284.75
2008-08-14,1293.75
2008-08-15,1299.75
2008-08-18,1282.25
2008-08-19,1268.25
2008-08-20,1273.75
2008-08-21,1275.25
2008-08-22,1292.25
2008-08-25,1266.5
2008-08-26,1271.5
2008-08-27,1282.75
2008-08-28,1298.0
2008-08-29,1283.5
2008-09-02,1276.5
2008-09-03,1275.5
2008-09-04,1236.25
2008-09-05,1240.25
2008-09-08,1266.5
2008-09-09,1227.25
2008-09-10,1233.25
2008-09-11,1251.5
2008-09-12,1257.5
2008-09-15,1195.25
2008-09-16,1215.0
2008-09-17,1161.75
2008-09-18,1199.75
2008-09-19,1263.0
2008-09-22,1213.75
2008-09-23,1187.25
2008-09-24,1192.5
2008-09-25,1214.5
2008-09-26,1214.75
2008-09-29,1119.0
2008-09-30,1168.0
2008-10-01,1167.5
2008-10-02,1125.0
